iter	Passed	Remaining
150	693	32394
151	697	32357
152	701	32323
153	706	32302
154	709	32259
155	713	32217
156	717	32191
157	721	32150
158	725	32114
159	729	32085
160	733	32051
161	736	32018
162	741	32002
163	744	31961
164	748	31929
165	753	31939
166	757	31901
167	761	31870
168	765	31850
169	769	31822
170	773	31788
171	777	31754
172	780	31716
173	784	31685
174	788	31662
175	792	31640
176	797	31659
177	801	31622
178	805	31592
179	809	31559
180	813	31529
181	816	31496
182	820	31461
183	826	31511
184	830	31487
185	834	31470
186	838	31433
187	842	31409
188	845	31377
189	849	31344
190	853	31318
191	858	31325
192	862	31301
193	866	31280
194	869	31248
195	874	31244
196	878	31219
197	882	31197
198	886	31171
199	889	31149
200	893	31117
201	897	31090
202	902	31121
203	906	31092
204	910	31066
205	914	31039
206	918	31013
207	921	30982
208	925	30955
209	929	30933
210	933	30906
211	940	30989
212	944	30996
213	951	31056
214	955	31032
215	959	31021
216	963	30991
217	966	30970
218	970	30944
219	974	30917
220	978	30894
221	982	30873
222	985	30846
223	989	30825
224	993	30798
225	997	30774
226	1000	30748
227	1004	30729
228	1008	30708
229	1012	30685
230	1016	30659
231	1020	30638
232	1024	30620
233	1027	30602
234	1031	30577
235	1035	30553
236	1039	30533
237	1043	30513
238	1047	30494
239	1051	30497
240	1055	30474
241	1059	30450
242	1062	30427
243	1066	30402
244	1070	30381
245	1074	30361
246	1077	30343
247	1081	30325
248	1085	30307
249	1089	30296
250	1094	30308
251	1098	30287
252	1102	30269
253	1106	30248
254	1109	30226
255	1113	30208
256	1117	30185
257	1121	30168
258	1127	30228
259	1131	30206
260	1135	30187
261	1139	30165
262	1142	30146
263	1148	30183
264	1152	30167
265	1156	30151
266	1160	30142
267	1164	30124
268	1168	30105
269	1172	30087
270	1176	30071
271	1179	30054
272	1183	30040
273	1187	30021
274	1191	30005
275	1195	29986
276	1199	29966
277	1202	29946
278	1206	29927
279	1210	29910
280	1214	29895
281	1217	29874
282	1221	29861
283	1225	29844
284	1229	29829
285	1233	29814
286	1237	29799
287	1240	29782
288	1245	29792
289	1249	29776
290	1253	29759
291	1257	29738
292	1260	29724
293	1264	29705
294	1268	29687
295	1272	29671
296	1275	29655
297	1279	29635
298	1283	29619
299	1286	29597
300	1290	29578
301	1294	29560
302	1297	29542
303	1301	29527
304	1305	29509
305	1309	29495
306	1312	29480
307	1316	29468
308	1320	29450
309	1324	29438
310	1328	29427
311	1332	29412
312	1335	29395
313	1339	29380
314	1343	29364
315	1347	29356
316	1351	29341
317	1355	29330
318	1359	29316
319	1362	29302
320	1366	29289
321	1370	29272
322	1374	29256
323	1377	29240
324	1381	29225
325	1385	29214
326	1389	29210
327	1393	29198
328	1398	29200
329	1402	29187
330	1405	29171
331	1409	29160
332	1413	29147
333	1417	29139
334	1421	29125
335	1425	29112
336	1427	29064
337	1430	29051
338	1434	29038
339	1439	29044
340	1443	29028
341	1447	29019
342	1451	29014
343	1455	29003
344	1458	28988
345	1462	28976
346	1466	28964
347	1470	28950
348	1474	28935
349	1477	28921
350	1482	28922
351	1485	28908
352	1489	28895
353	1493	28879
354	1497	28867
355	1500	28851
356	1504	28837
357	1508	28825
358	1512	28812
359	1515	28798
360	1519	28782
361	1523	28768
362	1526	28757
363	1530	28745
364	1534	28734
365	1538	28721
366	1542	28717
367	1545	28701
368	1549	28688
369	1553	28683
370	1557	28667
371	1561	28654
372	1564	28641
373	1568	28630
374	1572	28614
375	1575	28599
376	1579	28586
377	1583	28572
378	1584	28519
379	1586	28475
380	1590	28462
381	1593	28446
382	1597	28436
383	1601	28425
384	1605	28413
385	1608	28401
386	1612	28392
387	1616	28383
388	1620	28372
389	1624	28359
390	1627	28347
391	1632	28343
392	1635	28330
393	1639	28321
394	1643	28307
395	1646	28295
396	1650	28285
397	1654	28276
398	1656	28229
399	1659	28215
400	1663	28205
401	1667	28193
402	1670	28179
403	1675	28179
404	1677	28136
405	1680	28120
406	1682	28088
407	1684	28046
408	1688	28032
409	1689	27985
410	1693	27976
411	1695	27931
412	1699	27921
413	1702	27910
414	1706	27907
415	1709	27875
416	1712	27863
417	1716	27853
418	1720	27844
419	1722	27805
420	1725	27791
421	1729	27779
422	1733	27770
423	1735	27738
424	1739	27726
425	1743	27716
426	1747	27712
427	1750	27703
428	1754	27691
429	1758	27682
430	1762	27675
431	1763	27631
432	1767	27621
433	1771	27612
434	1774	27602
435	1778	27594
436	1782	27585
437	1786	27573
438	1787	27533
439	1790	27507
440	1794	27497
441	1798	27492
442	1801	27484
443	1805	27476
444	1809	27467
445	1813	27458
446	1816	27447
447	1820	27444
448	1822	27402
449	1826	27393
450	1830	27385
451	1833	27376
452	1837	27368
453	1841	27358
454	1844	27348
455	1848	27343
456	1850	27302
457	1854	27293
458	1857	27283
459	1859	27248
460	1864	27249
461	1865	27209
462	1870	27211
463	1873	27201
464	1877	27194
465	1881	27184
466	1885	27179
467	1888	27168
468	1891	27142
469	1892	27099
470	1896	27095
471	1900	27087
472	1904	27082
473	1907	27072
474	1909	27031
475	1914	27048
476	1917	27022
477	1923	27042
478	1933	27135
479	1943	27206
480	1949	27230
481	1961	27335
482	1967	27366
483	1977	27437
484	1983	27468
485	1993	27542
486	2006	27662
487	2019	27777
488	2029	27846
489	2034	27857
490	2037	27844
491	2041	27834
492	2045	27825
493	2049	27817
494	2052	27806
495	2057	27810
496	2061	27801
497	2064	27787
498	2068	27774
499	2070	27741
500	2073	27731
501	2077	27723
502	2081	27712
503	2085	27704
504	2090	27717
505	2094	27710
506	2098	27700
507	2102	27690
508	2105	27679
509	2109	27671
510	2113	27659
511	2116	27648
512	2119	27625
513	2121	27600
514	2125	27590
515	2129	27588
516	2132	27563
517	2136	27556
518	2140	27552
519	2143	27541
520	2145	27501
521	2149	27492
522	2152	27484
523	2156	27475
524	2160	27466
525	2163	27456
526	2167	27447
527	2171	27437
528	2173	27411
529	2177	27401
530	2181	27392
531	2185	27388
532	2188	27377
533	2192	27369
534	2196	27359
535	2199	27349
536	2203	27342
537	2205	27315
538	2209	27309
539	2213	27302
540	2217	27294
541	2221	27284
542	2224	27276
543	2228	27267
544	2232	27260
545	2236	27250
546	2239	27240
547	2243	27229
548	2246	27218
549	2251	27222
550	2255	27215
551	2258	27205
552	2262	27195
553	2266	27188
554	2270	27178
555	2271	27141
556	2274	27132
557	2279	27129
558	2282	27120
559	2286	27112
560	2290	27103
561	2294	27097
562	2298	27093
563	2301	27082
564	2305	27074
565	2309	27067
566	2313	27059
567	2316	27050
568	2318	27016
569	2321	27007
570	2326	27009
571	2330	27002
572	2334	26996
573	2338	26990
574	2341	26982
575	2344	26962
576	2348	26956
577	2352	26950
578	2356	26942
579	2359	26935
580	2362	26914
581	2364	26892
582	2366	26860
583	2370	26852
584	2374	26846
585	2378	26842
586	2380	26823
587	2384	26817
588	2388	26808
589	2392	26800
590	2395	26792
591	2400	26796
592	2402	26770
593	2406	26767
594	2410	26764
595	2414	26758
596	2418	26750
597	2422	26742
598	2426	26736
599	2429	26728
600	2433	26721
601	2437	26716
602	2442	26716
603	2445	26710
604	2449	26702
605	2453	26694
606	2456	26686
607	2460	26682
608	2464	26676
609	2468	26671
610	2472	26666
611	2476	26657
612	2480	26648
613	2483	26640
614	2487	26632
615	2490	26624
616	2494	26615
617	2498	26607
618	2501	26598
619	2505	26591
620	2509	26585
621	2510	26552
622	2514	26545
623	2518	26536
624	2522	26535
625	2526	26528
626	2527	26495
627	2531	26491
628	2535	26484
629	2536	26454
630	2539	26436
631	2540	26402
632	2544	26395
633	2548	26388
634	2551	26379
635	2552	26345
636	2559	26369
637	2567	26404
638	2578	26475
639	2589	26544
640	2603	26639
641	2613	26700
642	2619	26715
643	2622	26696
644	2626	26691
645	2628	26662
646	2632	26664
647	2642	26719
648	2653	26789
649	2664	26846
650	2673	26896
651	2687	26995
652	2689	26963
653	2698	27012
654	2708	27069
655	2719	27132
656	2731	27205
657	2739	27236
658	2754	27344
659	2758	27336
660	2762	27327
661	2766	27321
662	2772	27337
663	2784	27409
664	2787	27397
665	2791	27389
666	2793	27360
667	2797	27354
668	2801	27346
669	2803	27327
670	2807	27319
671	2811	27314
672	2815	27306
673	2819	27298
674	2822	27288
675	2824	27254
676	2828	27251
677	2832	27244
678	2834	27222
679	2836	27193
680	2840	27186
681	2843	27177
682	2847	27169
683	2851	27160
684	2854	27151
685	2858	27144
686	2862	27136
687	2866	27127
688	2869	27120
689	2873	27111
690	2875	27081
691	2876	27056
692	2880	27049
693	2884	27042
694	2888	27033
695	2894	27050
696	2903	27087
697	2907	27080
698	2910	27069
699	2915	27071
700	2919	27064
701	2923	27056
702	2927	27053
703	2928	27023
704	2929	26993
705	2931	26962
706	2935	26956
707	2939	26949
708	2942	26940
709	2944	26916
710	2946	26892
711	2950	26885
712	2952	26860
713	2956	26857
714	2960	26852
715	2964	26844
716	2968	26837
717	2970	26818
718	2974	26810
719	2978	26805
720	2982	26797
721	2985	26789
722	2989	26782
723	2993	26777
724	2997	26769
725	3001	26763
726	3005	26756
727	3008	26750
728	3012	26743
729	3016	26735
730	3018	26712
731	3022	26703
732	3025	26695
733	3027	26672
734	3031	26667
735	3035	26660
736	3039	26653
737	3042	26644
738	3046	26636
739	3052	26646
740	3056	26638
741	3059	26632
742	3061	26609
743	3065	26603
744	3069	26599
745	3073	26592
746	3077	26583
747	3081	26575
748	3084	26568
749	3088	26563
750	3092	26557
751	3096	26551
752	3100	26544
753	3104	26536
754	3105	26508
755	3109	26506
756	3113	26498
757	3116	26490
758	3121	26485
759	3124	26477
760	3128	26469
761	3132	26463
762	3135	26454
763	3139	26447
764	3143	26440
765	3147	26435
766	3149	26417
767	3153	26412
768	3157	26404
769	3158	26377
770	3162	26369
771	3166	26365
772	3170	26356
773	3173	26350
774	3177	26344
775	3181	26337
776	3183	26315
777	3187	26309
778	3191	26303
779	3195	26298
780	3199	26293
781	3203	26290
782	3206	26281
783	3210	26277
784	3214	26272
785	3218	26265
786	3222	26258
787	3226	26253
788	3230	26245
789	3233	26239
790	3237	26232
791	3241	26225
792	3245	26220
793	3249	26213
794	3250	26189
795	3254	26181
796	3258	26175
797	3261	26168
798	3265	26161
799	3269	26155
800	3270	26128
801	3274	26121
802	3280	26136
803	3295	26215
804	3301	26230
805	3305	26222
806	3311	26231
807	3315	26230
808	3320	26228
809	3325	26237
810	3329	26230
811	3332	26220
812	3342	26259
813	3349	26278
814	3360	26328
815	3366	26340
816	3372	26347
817	3379	26363
818	3383	26364
819	3389	26374
820	3393	26366
821	3398	26368
822	3405	26387
823	3409	26384
824	3416	26401
825	3424	26428
826	3438	26497
827	3442	26495
828	3447	26496
829	3451	26488
830	3454	26479
831	3458	26471
832	3465	26489
833	3469	26484
834	3473	26478
835	3475	26455
836	3478	26447
837	3482	26442
838	3486	26433
839	3490	26426
840	3494	26420
841	3498	26419
842	3502	26413
843	3506	26406
844	3510	26402
845	3514	26393
846	3517	26386
847	3521	26379
848	3525	26374
849	3529	26365
850	3533	26361
851	3537	26355
852	3540	26347
853	3544	26339
854	3548	26333
855	3552	26329
856	3556	26322
857	3560	26316
858	3564	26309
859	3568	26306
860	3572	26300
861	3575	26293
862	3579	26285
863	3583	26278
864	3587	26270
865	3590	26264
866	3595	26264
867	3599	26259
868	3603	26253
869	3607	26245
870	3611	26239
871	3614	26232
872	3618	26224
873	3622	26218
874	3626	26211
875	3630	26207
876	3633	26199
877	3637	26194
878	3641	26187
879	3645	26181
880	3649	26176
881	3650	26152
882	3654	26145
883	3658	26138
884	3661	26130
885	3665	26123
886	3666	26098
887	3670	26091
888	3674	26086
889	3678	26079
890	3682	26075
891	3686	26068
892	3688	26049
893	3689	26026
894	3694	26024
895	3698	26021
896	3702	26016
897	3706	26011
898	3712	26019
899	3716	26014
900	3719	26006
901	3724	26002
902	3727	25995
903	3731	25988
904	3735	25983
905	3739	25976
906	3743	25974
907	3747	25967
908	3751	25961
909	3753	25947
910	3757	25942
911	3761	25936
912	3765	25929
913	3769	25922
914	3773	25921
915	3777	25915
916	3781	25912
917	3786	25909
918	3790	25904
919	3794	25898
920	3797	25892
921	3801	25886
922	3803	25867
923	3807	25860
924	3811	25854
925	3814	25846
926	3818	25841
927	3822	25837
928	3826	25831
929	3830	25824
930	3835	25827
931	3839	25821
932	3843	25815
933	3846	25804
934	3848	25789
935	3852	25782
936	3856	25776
937	3860	25770
938	3866	25779
939	3871	25784
940	3878	25795
941	3882	25792
942	3886	25786
943	3891	25788
944	3895	25785
945	3901	25794
946	3905	25786
947	3909	25782
948	3913	25778
949	3917	25772
950	3921	25766
951	3924	25758
952	3928	25752
953	3932	25745
954	3936	25744
955	3940	25738
956	3944	25731
957	3948	25725
958	3952	25719
959	3955	25713
960	3959	25706
961	3963	25699
962	3967	25695
963	3971	25690
964	3975	25687
965	3980	25686
966	3984	25681
967	3987	25674
968	3991	25668
969	3995	25662
970	3999	25657
971	4003	25650
972	4007	25644
973	4013	25658
974	4017	25651
975	4021	25644
976	4025	25640
977	4029	25635
978	4033	25628
979	4037	25622
980	4040	25615
981	4044	25609
982	4048	25603
983	4051	25596
984	4055	25590
985	4059	25584
986	4063	25578
987	4067	25571
988	4071	25567
989	4075	25561
990	4078	25555
991	4082	25548
992	4086	25546
993	4090	25540
994	4094	25535
995	4098	25532
996	4102	25525
997	4106	25521
998	4110	25513
999	4114	25509
1000	4118	25502
1001	4121	25496
1002	4126	25492
1003	4129	25486
1004	4133	25481
1005	4140	25495
1006	4150	25527
1007	4162	25566
1008	4172	25602
1009	4182	25631
1010	4189	25644
1011	4196	25659
1012	4200	25657
1013	4205	25653
1014	4208	25647
1015	4212	25641
1016	4216	25635
1017	4220	25629
1018	4224	25623
1019	4228	25617
1020	4232	25613
1021	4236	25608
1022	4240	25603
1023	4244	25597
1024	4248	25593
1025	4252	25586
1026	4255	25579
1027	4259	25571
1028	4262	25564
1029	4268	25571
1030	4280	25609
1031	4295	25674
1032	4302	25688
1033	4307	25684
1034	4313	25691
1035	4321	25713
1036	4328	25723
1037	4332	25718
1038	4336	25711
1039	4349	25760
1040	4352	25753
1041	4356	25747
1042	4363	25760
1043	4367	25752
1044	4371	25747
1045	4375	25741
1046	4379	25735
1047	4382	25728
1048	4386	25722
1049	4390	25715
1050	4394	25709
1051	4398	25702
1052	4401	25695
1053	4405	25688
1054	4409	25682
1055	4413	25678
1056	4417	25672
1057	4421	25665
1058	4424	25658
1059	4428	25651
1060	4432	25644
1061	4436	25639
1062	4439	25633
1063	4443	25626
1064	4447	25621
1065	4451	25615
1066	4459	25631
1067	4462	25624
1068	4466	25617
1069	4470	25610
1070	4474	25603
1071	4478	25600
1072	4482	25593
1073	4485	25587
1074	4490	25583
1075	4494	25579
1076	4498	25572
1077	4501	25566
1078	4505	25559
1079	4509	25552
1080	4514	25552
1081	4517	25546
1082	4521	25539
1083	4525	25532
1084	4529	25526
1085	4533	25520
1086	4537	25514
1087	4540	25509
1088	4544	25502
1089	4548	25495
1090	4552	25490
1091	4557	25489
1092	4561	25484
1093	4565	25479
1094	4568	25473
1095	4572	25466
1096	4576	25461
1097	4580	25455
1098	4584	25448
1099	4588	25444
1100	4592	25438
1101	4596	25432
1102	4600	25427
1103	4604	25422
1104	4607	25415
1105	4611	25409
1106	4615	25401
1107	4618	25394
1108	4622	25388
1109	4626	25383
1110	4630	25377
1111	4634	25372
1112	4638	25366
1113	4642	25360
1114	4645	25354
1115	4649	25349
1116	4653	25343
1117	4657	25336
1118	4661	25331
1119	4665	25326
1120	4669	25319
1121	4675	25328
1122	4679	25323
1123	4683	25317
1124	4687	25314
1125	4691	25309
1126	4695	25304
1127	4700	25300
1128	4704	25297
1129	4708	25291
1130	4712	25285
1131	4715	25279
1132	4719	25274
1133	4723	25268
1134	4727	25261
1135	4731	25257
1136	4735	25251
1137	4739	25247
1138	4743	25241
1139	4748	25240
1140	4751	25234
1141	4756	25229
1142	4759	25223
1143	4764	25220
1144	4768	25214
1145	4771	25207
1146	4775	25201
1147	4779	25196
1148	4783	25192
1149	4787	25187
1150	4791	25183
1151	4795	25176
1152	4799	25171
1153	4803	25167
1154	4807	25162
1155	4811	25156
1156	4815	25150
1157	4819	25144
1158	4823	25139
1159	4826	25133
1160	4830	25127
1161	4834	25121
1162	4838	25114
1163	4842	25108
1164	4848	25114
1165	4854	25122
1166	4860	25129
1167	4865	25124
1168	4869	25121
1169	4873	25116
1170	4877	25112
1171	4881	25108
1172	4885	25103
1173	4889	25097
1174	4893	25092
1175	4897	25089
1176	4901	25083
1177	4905	25076
1178	4909	25071
1179	4913	25065
1180	4916	25058
1181	4920	25053
1182	4924	25048
1183	4928	25041
1184	4932	25036
1185	4936	25031
1186	4940	25029
1187	4944	25023
1188	4948	25018
1189	4952	25011
1190	4956	25007
1191	4960	25001
1192	4964	24996
1193	4968	24991
1194	4972	24985
1195	4978	24992
1196	4982	24988
1197	4986	24981
1198	4990	24978
1199	4994	24972
1200	4998	24969
1201	5002	24963
1202	5006	24959
1203	5010	24953
1204	5014	24948
1205	5018	24944
1206	5022	24939
1207	5026	24934
1208	5030	24928
1209	5034	24922
1210	5038	24916
1211	5041	24909
1212	5046	24905
1213	5050	24901
1214	5054	24896
1215	5058	24891
1216	5062	24887
1217	5066	24884
1218	5070	24878
1219	5074	24874
1220	5078	24869
1221	5082	24864
1222	5086	24859
1223	5091	24856
1224	5094	24850
1225	5098	24843
1226	5102	24838
1227	5106	24832
1228	5110	24827
1229	5113	24820
1230	5117	24815
1231	5121	24811
1232	5125	24805
1233	5129	24799
1234	5133	24795
1235	5137	24789
1236	5141	24783
1237	5145	24778
1238	5148	24771
1239	5152	24765
1240	5156	24759
1241	5160	24753
1242	5163	24747
1243	5168	24743
1244	5172	24739
1245	5176	24734
1246	5180	24728
1247	5183	24722
1248	5187	24716
1249	5191	24710
1250	5195	24706
1251	5199	24701
1252	5203	24694
1253	5207	24690
1254	5210	24684
1255	5215	24680
1256	5219	24675
1257	5222	24669
1258	5226	24665
1259	5230	24659
1260	5234	24655
1261	5238	24648
1262	5242	24642
1263	5246	24637
1264	5250	24634
1265	5254	24628
1266	5258	24623
1267	5262	24619
1268	5266	24615
1269	5270	24609
1270	5275	24608
1271	5279	24602
1272	5283	24599
1273	5287	24593
1274	5291	24587
1275	5294	24582
1276	5298	24576
1277	5302	24570
1278	5306	24566
1279	5310	24561
1280	5315	24560
1281	5319	24555
1282	5323	24550
1283	5327	24548
1284	5331	24543
1285	5335	24537
1286	5339	24532
1287	5343	24527
1288	5347	24522
1289	5351	24517
1290	5355	24511
1291	5359	24506
1292	5363	24503
1293	5367	24497
1294	5371	24492
1295	5375	24487
1296	5379	24481
1297	5382	24476
1298	5386	24470
1299	5390	24464
1300	5394	24459
1301	5398	24454
1302	5401	24447
1303	5405	24442
1304	5409	24436
1305	5413	24433
1306	5417	24427
1307	5421	24422
1308	5425	24417
1309	5429	24412
1310	5433	24406
1311	5437	24401
1312	5441	24396
1313	5445	24391
1314	5448	24385
1315	5452	24380
1316	5457	24377
1317	5461	24372
1318	5464	24366
1319	5469	24362
1320	5472	24356
1321	5477	24355
1322	5481	24350
1323	5485	24345
1324	5489	24341
1325	5493	24335
1326	5497	24329
1327	5500	24323
1328	5504	24318
1329	5508	24313
1330	5512	24307
1331	5516	24302
1332	5521	24300
1333	5525	24296
1334	5529	24290
1335	5532	24284
1336	5536	24279
1337	5540	24274
1338	5544	24268
1339	5548	24262
1340	5552	24257
1341	5555	24252
1342	5559	24247
1343	5563	24241
1344	5567	24234
1345	5571	24229
1346	5574	24223
1347	5578	24218
1348	5582	24212
1349	5586	24206
1350	5590	24201
1351	5593	24195
1352	5597	24191
1353	5601	24186
1354	5608	24193
1355	5612	24187
1356	5616	24182
1357	5619	24176
1358	5623	24171
1359	5627	24167
1360	5631	24162
1361	5638	24167
1362	5642	24161
1363	5645	24156
1364	5649	24150
1365	5654	24148
1366	5657	24142
1367	5661	24136
1368	5665	24132
1369	5670	24129
1370	5674	24124
1371	5678	24119
1372	5681	24113
1373	5685	24109
1374	5689	24103
1375	5693	24098
1376	5697	24093
1377	5701	24087
1378	5705	24081
1379	5710	24081
1380	5713	24076
1381	5717	24070
1382	5721	24064
1383	5725	24058
1384	5729	24053
1385	5732	24047
1386	5736	24042
1387	5740	24036
1388	5744	24031
1389	5748	24026
1390	5752	24021
1391	5755	24015
1392	5759	24010
1393	5763	24005
1394	5767	24000
1395	5771	23995
1396	5775	23989
1397	5779	23984
1398	5783	23979
1399	5786	23973
1400	5790	23967
1401	5794	23962
1402	5797	23956
1403	5802	23952
1404	5805	23946
1405	5809	23941
1406	5813	23935
1407	5817	23930
1408	5821	23925
1409	5825	23920
1410	5833	23934
1411	5841	23945
1412	5845	23940
1413	5850	23939
1414	5854	23934
1415	5858	23929
1416	5863	23928
1417	5867	23923
1418	5870	23918
1419	5874	23912
1420	5878	23906
1421	5882	23900
1422	5885	23895
1423	5889	23889
1424	5893	23884
1425	5897	23879
1426	5901	23875
1427	5905	23872
1428	5909	23866
1429	5913	23862
1430	5917	23857
1431	5921	23853
1432	5925	23847
1433	5929	23841
1434	5932	23834
1435	5936	23829
1436	5942	23831
1437	5947	23829
1438	5950	23824
1439	5954	23819
1440	5958	23814
1441	5962	23810
1442	5966	23805
1443	5970	23799
1444	5974	23794
1445	5978	23788
1446	5982	23783
1447	5985	23778
1448	5989	23773
1449	5993	23768
1450	5997	23763
1451	6001	23758
1452	6005	23753
1453	6009	23748
1454	6013	23743
1455	6017	23737
1456	6020	23731
1457	6024	23725
1458	6028	23720
1459	6032	23715
1460	6040	23729
1461	6048	23738
1462	6052	23733
1463	6058	23737
1464	6062	23730
1465	6067	23731
1466	6071	23729
1467	6080	23743
1468	6090	23761
1469	6106	23802
1470	6113	23809
1471	6118	23808
1472	6123	23806
1473	6128	23806
1474	6133	23805
1475	6138	23805
1476	6143	23803
1477	6148	23803
1478	6153	23802
1479	6157	23797
1480	6162	23796
1481	6167	23797
1482	6171	23792
1483	6177	23795
1484	6181	23791
1485	6187	23793
1486	6191	23787
1487	6198	23792
1488	6208	23813
1489	6213	23813
1490	6217	23807
1491	6221	23803
1492	6226	23799
1493	6230	23794
1494	6234	23792
1495	6239	23791
1496	6243	23786
1497	6247	23781
1498	6251	23775
1499	6255	23770
1500	6259	23765
1501	6263	23759
1502	6266	23754
1503	6270	23749
1504	6275	23746
1505	6279	23742
1506	6283	23737
1507	6287	23732
1508	6291	23726
1509	6295	23722
1510	6299	23716
1511	6303	23711
1512	6307	23706
1513	6310	23701
1514	6314	23696
1515	6318	23690
1516	6322	23686
1517	6326	23681
1518	6330	23676
1519	6334	23672
1520	6340	23673
1521	6346	23677
1522	6350	23671
1523	6354	23666
1524	6358	23661
1525	6362	23655
1526	6365	23650
1527	6369	23644
1528	6373	23638
1529	6377	23633
1530	6381	23627
1531	6384	23622
1532	6388	23616
1533	6392	23610
1534	6396	23606
1535	6400	23601
1536	6404	23595
1537	6407	23589
1538	6411	23584
1539	6415	23579
1540	6419	23574
1541	6423	23568
1542	6426	23561
1543	6431	23561
1544	6435	23555
1545	6439	23550
1546	6443	23545
1547	6447	23540
1548	6451	23535
1549	6455	23529
1550	6458	23524
1551	6462	23518
1552	6466	23512
1553	6470	23508
1554	6475	23506
1555	6479	23501
1556	6483	23496
1557	6486	23491
1558	6490	23485
1559	6494	23479
1560	6498	23474
1561	6501	23468
1562	6506	23464
1563	6510	23460
1564	6514	23456
1565	6518	23451
1566	6522	23445
1567	6526	23440
1568	6530	23435
1569	6533	23430
1570	6537	23424
1571	6541	23419
1572	6545	23414
1573	6549	23409
1574	6553	23403
1575	6556	23398
1576	6560	23393
1577	6564	23388
1578	6568	23383
1579	6572	23378
1580	6576	23372
1581	6579	23366
1582	6584	23362
1583	6588	23357
1584	6593	23357
1585	6597	23354
1586	6601	23347
1587	6605	23343
1588	6609	23338
1589	6613	23333
1590	6616	23327
1591	6621	23326
1592	6626	23323
1593	6630	23319
1594	6634	23314
1595	6639	23312
1596	6643	23307
1597	6647	23302
1598	6651	23297
1599	6655	23292
1600	6658	23287
1601	6664	23286
1602	6667	23281
1603	6671	23275
1604	6675	23270
1605	6679	23265
1606	6683	23260
1607	6687	23257
1608	6691	23252
1609	6695	23247
1610	6699	23242
1611	6703	23238
1612	6707	23233
1613	6711	23228
1614	6715	23223
1615	6719	23218
1616	6723	23214
1617	6727	23209
1618	6731	23204
1619	6735	23198
1620	6739	23194
1621	6742	23187
1622	6746	23182
1623	6750	23178
1624	6754	23172
1625	6758	23167
1626	6762	23162
1627	6765	23157
1628	6769	23152
1629	6774	23147
1630	6777	23142
1631	6781	23137
1632	6785	23132
1633	6789	23127
1634	6793	23122
1635	6802	23135
1636	6810	23145
1637	6815	23142
1638	6819	23137
1639	6824	23135
1640	6828	23130
1641	6831	23125
1642	6839	23133
1643	6846	23139
1644	6861	23169
1645	6865	23164
1646	6872	23170
1647	6879	23175
1648	6888	23190
1649	6904	23223
1650	6916	23245
1651	6921	23243
1652	6925	23238
1653	6928	23233
1654	6933	23228
1655	6936	23223
1656	6940	23218
1657	6944	23212
1658	6948	23207
1659	6952	23201
1660	6955	23196
1661	6959	23191
1662	6963	23185
1663	6967	23179
1664	6971	23174
1665	6975	23169
1666	6978	23164
1667	6982	23158
1668	6986	23152
1669	6990	23146
1670	6993	23141
1671	6997	23135
1672	7001	23129
1673	7005	23124
1674	7009	23120
1675	7013	23115
1676	7018	23116
1677	7022	23110
1678	7026	23105
1679	7030	23101
1680	7034	23096
1681	7038	23090
1682	7042	23085
1683	7046	23080
1684	7051	23078
1685	7055	23073
1686	7059	23068
1687	7063	23063
1688	7067	23058
