iter	Passed	Remaining
1689	7070	23053
1690	7074	23047
1691	7078	23042
1692	7082	23037
1693	7086	23033
1694	7090	23028
1695	7094	23023
1696	7098	23017
1697	7102	23013
1698	7106	23008
1699	7110	23004
1700	7114	22998
1701	7118	22994
1702	7122	22989
1703	7126	22984
1704	7130	22979
1705	7133	22973
1706	7137	22968
1707	7141	22963
1708	7145	22958
1709	7149	22953
1710	7153	22948
1711	7157	22943
1712	7161	22938
1713	7165	22933
1714	7169	22929
1715	7173	22924
1716	7177	22919
1717	7180	22913
1718	7184	22909
1719	7188	22903
1720	7192	22898
1721	7196	22892
1722	7201	22890
1723	7205	22887
1724	7209	22883
1725	7214	22879
1726	7217	22874
1727	7222	22871
1728	7226	22867
1729	7230	22861
1730	7234	22856
1731	7238	22852
1732	7243	22851
1733	7247	22846
1734	7251	22842
1735	7255	22836
1736	7259	22832
1737	7263	22827
1738	7267	22822
1739	7271	22817
1740	7275	22812
1741	7279	22808
1742	7283	22803
1743	7287	22797
1744	7291	22792
1745	7295	22788
1746	7299	22783
1747	7303	22779
1748	7307	22773
1749	7311	22768
1750	7314	22763
1751	7318	22757
1752	7322	22752
1753	7326	22747
1754	7330	22742
1755	7333	22736
1756	7338	22732
1757	7342	22727
1758	7346	22723
1759	7349	22717
1760	7353	22711
1761	7357	22707
1762	7361	22702
1763	7365	22697
1764	7368	22691
1765	7372	22686
1766	7376	22681
1767	7380	22676
1768	7384	22671
1769	7388	22666
1770	7393	22663
1771	7396	22658
1772	7400	22653
1773	7404	22647
1774	7409	22644
1775	7412	22639
1776	7416	22633
1777	7421	22631
1778	7425	22625
1779	7428	22620
1780	7432	22614
1781	7436	22611
1782	7440	22606
1783	7444	22601
1784	7448	22596
1785	7452	22591
1786	7456	22586
1787	7460	22581
1788	7464	22576
1789	7468	22571
1790	7471	22565
1791	7475	22560
1792	7479	22555
1793	7483	22550
1794	7487	22545
1795	7491	22540
1796	7495	22535
1797	7499	22530
1798	7502	22525
1799	7506	22520
1800	7510	22515
1801	7514	22510
1802	7518	22505
1803	7522	22500
1804	7526	22496
1805	7530	22491
1806	7534	22486
1807	7538	22481
1808	7542	22477
1809	7546	22472
1810	7550	22466
1811	7554	22462
1812	7559	22463
1813	7563	22457
1814	7567	22453
1815	7572	22449
1816	7575	22444
1817	7579	22438
1818	7583	22434
1819	7588	22431
1820	7592	22426
1821	7596	22422
1822	7600	22417
1823	7605	22415
1824	7609	22411
1825	7613	22406
1826	7617	22402
1827	7621	22397
1828	7625	22392
1829	7630	22389
1830	7634	22385
1831	7638	22380
1832	7642	22375
1833	7645	22369
1834	7649	22365
1835	7653	22360
1836	7658	22357
1837	7662	22353
1838	7666	22348
1839	7670	22343
1840	7673	22337
1841	7677	22332
1842	7681	22327
1843	7685	22322
1844	7689	22318
1845	7693	22313
1846	7696	22307
1847	7700	22302
1848	7704	22298
1849	7708	22292
1850	7712	22287
1851	7716	22282
1852	7720	22278
1853	7724	22272
1854	7728	22267
1855	7732	22263
1856	7735	22258
1857	7739	22252
1858	7743	22247
1859	7747	22242
1860	7750	22236
1861	7754	22231
1862	7758	22226
1863	7762	22221
1864	7766	22215
1865	7770	22210
1866	7773	22205
1867	7783	22218
1868	7790	22219
1869	7794	22215
1870	7797	22209
1871	7802	22206
1872	7805	22200
1873	7809	22195
1874	7813	22190
1875	7817	22185
1876	7821	22181
1877	7825	22177
1878	7829	22172
1879	7833	22167
1880	7837	22162
1881	7841	22157
1882	7845	22152
1883	7849	22148
1884	7853	22143
1885	7857	22138
1886	7860	22133
1887	7866	22133
1888	7870	22128
1889	7874	22124
1890	7878	22120
1891	7883	22116
1892	7886	22111
1893	7890	22105
1894	7894	22101
1895	7898	22096
1896	7902	22091
1897	7906	22086
1898	7910	22081
1899	7914	22076
1900	7918	22072
1901	7922	22067
1902	7926	22062
1903	7930	22058
1904	7934	22053
1905	7937	22048
1906	7941	22043
1907	7945	22038
1908	7949	22033
1909	7953	22028
1910	7957	22022
1911	7961	22018
1912	7964	22012
1913	7969	22008
1914	7973	22006
1915	7977	22001
1916	7981	21997
1917	7985	21991
1918	7990	21988
1919	7993	21982
1920	7998	21979
1921	8002	21975
1922	8006	21970
1923	8010	21967
1924	8015	21963
1925	8019	21958
1926	8022	21953
1927	8026	21948
1928	8030	21943
1929	8034	21938
1930	8038	21932
1931	8042	21928
1932	8045	21923
1933	8049	21917
1934	8053	21913
1935	8057	21908
1936	8061	21903
1937	8065	21899
1938	8069	21893
1939	8073	21888
1940	8077	21884
1941	8081	21880
1942	8085	21875
1943	8088	21870
1944	8092	21864
1945	8096	21859
1946	8100	21855
1947	8104	21850
1948	8108	21845
1949	8112	21840
1950	8115	21835
1951	8119	21830
1952	8123	21825
1953	8127	21820
1954	8131	21816
1955	8135	21811
1956	8139	21806
1957	8143	21802
1958	8147	21797
1959	8151	21793
1960	8155	21788
1961	8159	21783
1962	8163	21779
1963	8168	21776
1964	8172	21772
1965	8176	21768
1966	8180	21762
1967	8183	21757
1968	8187	21752
1969	8191	21746
1970	8195	21743
1971	8199	21738
1972	8203	21732
1973	8208	21730
1974	8212	21726
1975	8216	21720
1976	8219	21715
1977	8224	21711
1978	8227	21707
1979	8231	21702
1980	8235	21696
1981	8239	21692
1982	8243	21687
1983	8247	21682
1984	8250	21676
1985	8254	21672
1986	8258	21667
1987	8262	21661
1988	8266	21656
1989	8269	21651
1990	8274	21647
1991	8277	21642
1992	8281	21637
1993	8285	21632
1994	8289	21627
1995	8293	21623
1996	8297	21617
1997	8301	21612
1998	8305	21608
1999	8308	21602
2000	8312	21597
2001	8316	21593
2002	8320	21588
2003	8324	21582
2004	8328	21578
2005	8332	21573
2006	8335	21568
2007	8340	21564
2008	8343	21558
2009	8347	21554
2010	8351	21549
2011	8355	21543
2012	8360	21541
2013	8363	21536
2014	8368	21532
2015	8371	21527
2016	8375	21522
2017	8379	21517
2018	8383	21512
2019	8386	21506
2020	8391	21503
2021	8395	21499
2022	8399	21494
2023	8404	21492
2024	8408	21487
2025	8411	21482
2026	8415	21477
2027	8419	21472
2028	8423	21468
2029	8427	21463
2030	8431	21459
2031	8435	21454
2032	8439	21450
2033	8443	21445
2034	8447	21440
2035	8451	21435
2036	8455	21431
2037	8459	21427
2038	8464	21423
2039	8468	21419
2040	8471	21414
2041	8476	21410
2042	8480	21405
2043	8484	21401
2044	8488	21396
2045	8492	21392
2046	8496	21388
2047	8500	21384
2048	8504	21379
2049	8508	21374
2050	8511	21368
2051	8515	21364
2052	8519	21359
2053	8525	21360
2054	8529	21355
2055	8533	21350
2056	8537	21346
2057	8541	21341
2058	8545	21336
2059	8549	21331
2060	8554	21329
2061	8557	21324
2062	8561	21319
2063	8565	21314
2064	8569	21309
2065	8573	21305
2066	8577	21300
2067	8581	21296
2068	8585	21291
2069	8591	21291
2070	8595	21288
2071	8600	21284
2072	8604	21281
2073	8608	21276
2074	8612	21272
2075	8616	21267
2076	8620	21262
2077	8624	21258
2078	8628	21253
2079	8632	21248
2080	8635	21243
2081	8639	21238
2082	8643	21233
2083	8647	21229
2084	8651	21224
2085	8655	21219
2086	8659	21214
2087	8663	21210
2088	8667	21205
2089	8670	21200
2090	8674	21195
2091	8678	21190
2092	8682	21185
2093	8686	21180
2094	8689	21175
2095	8693	21170
2096	8697	21165
2097	8701	21160
2098	8705	21156
2099	8709	21151
2100	8713	21146
2101	8716	21140
2102	8720	21135
2103	8724	21131
2104	8728	21126
2105	8732	21121
2106	8735	21115
2107	8739	21110
2108	8743	21106
2109	8748	21103
2110	8752	21099
2111	8758	21099
2112	8766	21104
2113	8772	21105
2114	8776	21100
2115	8780	21096
2116	8785	21093
2117	8789	21090
2118	8793	21085
2119	8797	21081
2120	8801	21076
2121	8806	21073
2122	8817	21086
2123	8827	21096
2124	8840	21113
2125	8850	21122
2126	8856	21122
2127	8866	21132
2128	8875	21141
2129	8885	21150
2130	8898	21166
2131	8910	21181
2132	8922	21195
2133	8927	21193
2134	8931	21188
2135	8935	21185
2136	8940	21181
2137	8944	21177
2138	8948	21172
2139	8951	21166
2140	8956	21162
2141	8960	21158
2142	8964	21153
2143	8968	21148
2144	8972	21143
2145	8978	21144
2146	8982	21139
2147	8986	21135
2148	8990	21130
2149	8994	21125
2150	8997	21120
2151	9002	21116
2152	9006	21111
2153	9010	21107
2154	9014	21102
2155	9017	21097
2156	9021	21092
2157	9025	21088
2158	9029	21083
2159	9033	21078
2160	9037	21073
2161	9041	21068
2162	9045	21063
2163	9049	21058
2164	9053	21054
2165	9056	21048
2166	9060	21043
2167	9064	21038
2168	9068	21034
2169	9072	21028
2170	9076	21024
2171	9079	21018
2172	9083	21013
2173	9087	21008
2174	9091	21004
2175	9095	20999
2176	9099	20994
2177	9103	20990
2178	9107	20985
2179	9110	20979
2180	9114	20974
2181	9118	20969
2182	9121	20963
2183	9126	20960
2184	9130	20956
2185	9134	20951
2186	9139	20950
2187	9151	20962
2188	9157	20963
2189	9171	20980
2190	9182	20991
2191	9196	21011
2192	9208	21024
2193	9217	21030
2194	9234	21056
2195	9251	21080
2196	9263	21095
2197	9271	21099
2198	9281	21109
2199	9293	21121
2200	9306	21137
2201	9316	21146
2202	9322	21144
2203	9325	21139
2204	9329	21134
2205	9334	21131
2206	9337	21125
2207	9341	21120
2208	9345	21115
2209	9349	21110
2210	9353	21105
2211	9357	21100
2212	9361	21097
2213	9365	21091
2214	9369	21085
2215	9373	21080
2216	9376	21075
2217	9381	21071
2218	9384	21065
2219	9388	21060
2220	9392	21056
2221	9396	21051
2222	9400	21046
2223	9404	21040
2224	9407	21035
2225	9411	21030
2226	9415	21025
2227	9419	21020
2228	9422	21014
2229	9426	21008
2230	9430	21004
2231	9434	20999
2232	9438	20993
2233	9441	20988
2234	9445	20983
2235	9456	20994
2236	9465	21000
2237	9469	20995
2238	9473	20989
2239	9476	20984
2240	9481	20982
2241	9486	20977
2242	9490	20972
2243	9494	20968
2244	9497	20963
2245	9502	20958
2246	9506	20954
2247	9510	20949
2248	9514	20944
2249	9518	20940
2250	9521	20934
2251	9526	20930
2252	9530	20925
2253	9534	20920
2254	9537	20915
2255	9541	20910
2256	9545	20905
2257	9549	20900
2258	9553	20896
2259	9557	20892
2260	9561	20887
2261	9565	20881
2262	9569	20876
2263	9573	20871
2264	9577	20868
2265	9581	20863
2266	9586	20860
2267	9590	20855
2268	9594	20850
2269	9598	20845
2270	9602	20841
2271	9606	20836
2272	9610	20832
2273	9614	20827
2274	9618	20821
2275	9625	20823
2276	9630	20822
2277	9634	20817
2278	9638	20812
2279	9642	20806
2280	9646	20802
2281	9649	20796
2282	9653	20791
2283	9657	20786
2284	9661	20781
2285	9664	20775
2286	9669	20771
2287	9672	20765
2288	9677	20763
2289	9682	20759
2290	9686	20755
2291	9690	20750
2292	9693	20745
2293	9697	20739
2294	9701	20734
2295	9706	20732
2296	9710	20726
2297	9714	20722
2298	9718	20717
2299	9722	20712
2300	9727	20711
2301	9735	20714
2302	9742	20715
2303	9747	20712
2304	9750	20706
2305	9754	20701
2306	9758	20696
2307	9761	20691
2308	9765	20686
2309	9769	20681
2310	9774	20677
2311	9778	20673
2312	9782	20667
2313	9786	20663
2314	9792	20662
2315	9796	20657
2316	9799	20652
2317	9803	20647
2318	9807	20642
2319	9811	20637
2320	9815	20632
2321	9818	20627
2322	9822	20621
2323	9826	20616
2324	9830	20612
2325	9834	20607
2326	9838	20601
2327	9841	20596
2328	9845	20591
2329	9849	20586
2330	9853	20581
2331	9857	20576
2332	9860	20571
2333	9864	20566
2334	9868	20561
2335	9872	20555
2336	9876	20551
2337	9879	20545
2338	9884	20541
2339	9888	20536
2340	9891	20531
2341	9896	20528
2342	9900	20523
2343	9904	20517
2344	9907	20512
2345	9911	20508
2346	9915	20502
2347	9918	20496
2348	9922	20491
2349	9926	20486
2350	9930	20481
2351	9933	20476
2352	9938	20473
2353	9942	20467
2354	9946	20462
2355	9949	20456
2356	9953	20452
2357	9957	20447
2358	9961	20441
2359	9965	20436
2360	9969	20433
2361	9973	20428
2362	9977	20423
2363	9981	20419
2364	9985	20414
2365	9989	20409
2366	9993	20404
2367	9997	20400
2368	10001	20394
2369	10005	20390
2370	10009	20386
2371	10013	20381
2372	10016	20375
2373	10020	20371
2374	10024	20365
2375	10028	20360
2376	10032	20355
2377	10036	20350
2378	10039	20345
2379	10043	20340
2380	10047	20335
2381	10051	20330
2382	10055	20325
2383	10058	20320
2384	10062	20314
2385	10066	20309
2386	10070	20305
2387	10074	20299
2388	10078	20295
2389	10082	20291
2390	10087	20288
2391	10090	20283
2392	10095	20278
2393	10099	20274
2394	10103	20269
2395	10106	20264
2396	10110	20259
2397	10114	20254
2398	10118	20249
2399	10122	20244
2400	10125	20238
2401	10129	20234
2402	10133	20229
2403	10137	20225
2404	10142	20221
2405	10146	20216
2406	10150	20212
2407	10154	20207
2408	10157	20201
2409	10161	20197
2410	10166	20194
2411	10170	20188
2412	10174	20184
2413	10178	20179
2414	10182	20174
2415	10185	20169
2416	10189	20164
2417	10193	20159
2418	10197	20154
2419	10201	20149
2420	10205	20144
2421	10208	20139
2422	10212	20134
2423	10216	20129
2424	10220	20124
2425	10224	20119
2426	10228	20114
2427	10231	20109
2428	10235	20104
2429	10239	20099
2430	10243	20094
2431	10246	20089
2432	10250	20084
2433	10254	20079
2434	10258	20074
2435	10262	20069
2436	10266	20064
2437	10270	20059
2438	10273	20054
2439	10277	20049
2440	10282	20046
2441	10286	20041
2442	10290	20037
2443	10293	20031
2444	10297	20026
2445	10301	20021
2446	10305	20016
2447	10308	20011
2448	10312	20006
2449	10316	20001
2450	10320	19996
2451	10325	19993
2452	10328	19988
2453	10332	19983
2454	10337	19979
2455	10340	19974
2456	10344	19969
2457	10348	19964
2458	10352	19959
2459	10356	19954
2460	10360	19950
2461	10363	19943
2462	10366	19938
2463	10370	19933
2464	10374	19929
2465	10378	19924
2466	10382	19919
2467	10386	19915
2468	10390	19910
2469	10394	19905
2470	10398	19899
2471	10402	19895
2472	10406	19890
2473	10411	19888
2474	10415	19883
2475	10419	19879
2476	10423	19874
2477	10426	19868
2478	10430	19864
2479	10434	19859
2480	10438	19855
2481	10443	19851
2482	10447	19848
2483	10451	19843
2484	10455	19838
2485	10459	19833
2486	10463	19828
2487	10466	19823
2488	10470	19818
2489	10475	19815
2490	10479	19811
2491	10483	19805
2492	10487	19802
2493	10492	19798
2494	10496	19793
2495	10500	19789
2496	10504	19784
2497	10508	19780
2498	10512	19775
2499	10517	19772
2500	10521	19767
2501	10525	19762
2502	10528	19758
2503	10532	19753
2504	10536	19748
2505	10540	19743
2506	10544	19738
2507	10548	19734
2508	10552	19729
2509	10557	19726
2510	10560	19721
2511	10564	19716
2512	10568	19712
2513	10572	19707
2514	10576	19702
2515	10580	19697
2516	10584	19693
2517	10588	19688
2518	10592	19683
2519	10596	19679
2520	10600	19674
2521	10603	19669
2522	10607	19664
2523	10611	19659
2524	10615	19654
2525	10619	19649
2526	10623	19644
2527	10627	19640
2528	10631	19635
2529	10634	19630
2530	10638	19625
2531	10642	19620
2532	10646	19616
2533	10650	19611
2534	10654	19606
2535	10658	19601
2536	10662	19597
2537	10666	19592
2538	10670	19587
2539	10673	19582
2540	10677	19577
2541	10681	19573
2542	10685	19568
2543	10689	19563
2544	10693	19558
2545	10697	19553
2546	10700	19548
2547	10707	19549
2548	10715	19552
2549	10721	19551
2550	10725	19546
2551	10729	19542
2552	10734	19538
2553	10737	19533
2554	10741	19528
2555	10745	19524
2556	10749	19519
2557	10754	19515
2558	10760	19514
2559	10764	19510
2560	10768	19505
2561	10772	19500
2562	10776	19496
2563	10779	19491
2564	10783	19486
2565	10787	19481
2566	10791	19477
2567	10795	19472
2568	10799	19467
2569	10803	19463
2570	10807	19458
2571	10811	19453
2572	10815	19448
2573	10818	19443
2574	10822	19439
2575	10826	19433
2576	10830	19428
2577	10834	19424
2578	10837	19418
2579	10841	19414
2580	10845	19409
2581	10849	19404
2582	10853	19399
2583	10857	19394
2584	10862	19392
2585	10865	19387
2586	10869	19382
2587	10874	19378
2588	10878	19373
2589	10881	19368
2590	10885	19363
2591	10889	19359
2592	10893	19354
2593	10897	19349
2594	10902	19346
2595	10906	19342
2596	10910	19337
2597	10914	19332
2598	10918	19328
2599	10922	19323
2600	10925	19318
2601	10929	19313
2602	10933	19309
2603	10937	19304
2604	10941	19299
2605	10945	19295
2606	10949	19291
2607	10953	19286
2608	10957	19281
2609	10961	19277
2610	10965	19273
2611	10969	19268
2612	10973	19264
2613	10977	19259
2614	10981	19254
2615	10985	19250
2616	10989	19245
2617	10993	19240
2618	10997	19235
2619	11000	19230
2620	11004	19225
2621	11008	19221
2622	11012	19216
2623	11016	19211
2624	11020	19206
2625	11024	19201
2626	11028	19197
2627	11031	19192
2628	11035	19187
2629	11039	19183
2630	11043	19178
2631	11047	19174
2632	11052	19171
2633	11056	19166
2634	11060	19161
2635	11064	19157
2636	11068	19152
2637	11072	19147
2638	11076	19142
2639	11080	19138
2640	11084	19133
2641	11088	19129
2642	11091	19124
2643	11096	19120
2644	11100	19115
2645	11103	19110
2646	11107	19105
2647	11112	19102
2648	11116	19097
2649	11119	19092
2650	11123	19087
2651	11127	19082
2652	11131	19078
2653	11135	19073
2654	11138	19068
2655	11142	19063
2656	11146	19059
2657	11150	19053
2658	11154	19049
2659	11158	19045
2660	11162	19040
2661	11166	19035
2662	11170	19031
2663	11174	19026
2664	11178	19022
2665	11182	19017
2666	11186	19012
2667	11189	19007
2668	11193	19002
2669	11197	18997
2670	11201	18992
2671	11204	18987
2672	11208	18983
2673	11212	18978
2674	11216	18974
2675	11220	18969
2676	11224	18964
2677	11228	18959
2678	11232	18954
2679	11235	18949
2680	11239	18944
2681	11243	18940
2682	11247	18936
2683	11251	18931
2684	11255	18926
2685	11259	18922
2686	11263	18917
2687	11267	18912
2688	11271	18908
2689	11274	18903
2690	11278	18898
2691	11282	18894
2692	11287	18890
2693	11291	18886
2694	11295	18881
2695	11299	18876
2696	11302	18871
2697	11306	18866
2698	11310	18861
2699	11313	18856
2700	11317	18851
2701	11321	18847
2702	11325	18842
2703	11329	18837
2704	11333	18832
2705	11336	18827
2706	11341	18823
2707	11344	18818
2708	11348	18813
2709	11352	18809
2710	11357	18805
2711	11360	18800
2712	11364	18796
2713	11368	18791
2714	11372	18786
2715	11375	18780
2716	11379	18776
2717	11383	18771
2718	11387	18767
2719	11391	18762
2720	11395	18757
2721	11399	18753
2722	11403	18748
2723	11408	18745
2724	11412	18741
2725	11415	18736
2726	11419	18731
2727	11423	18726
2728	11427	18722
2729	11431	18717
2730	11436	18714
2731	11440	18709
2732	11443	18704
2733	11447	18700
2734	11451	18695
2735	11455	18690
2736	11459	18685
2737	11463	18680
2738	11466	18675
2739	11470	18671
2740	11474	18666
2741	11478	18662
2742	11482	18657
2743	11486	18652
2744	11490	18647
2745	11493	18643
2746	11497	18638
2747	11501	18633
2748	11505	18629
2749	11509	18624
2750	11513	18620
2751	11520	18620
2752	11531	18627
2753	11538	18626
2754	11543	18625
2755	11554	18631
2756	11568	18642
2757	11579	18650
2758	11589	18654
2759	11604	18667
2760	11615	18674
2761	11625	18679
2762	11636	18686
2763	11643	18686
2764	11647	18682
2765	11651	18678
2766	11656	18674
2767	11659	18669
2768	11663	18664
2769	11667	18660
2770	11672	18655
2771	11676	18651
2772	11680	18647
2773	11687	18648
2774	11696	18651
2775	11700	18646
2776	11704	18641
2777	11708	18636
2778	11712	18632
2779	11715	18627
2780	11721	18626
2781	11725	18621
2782	11729	18616
2783	11737	18618
2784	11745	18619
2785	11749	18614
2786	11757	18616
2787	11764	18617
2788	11773	18620
2789	11785	18629
2790	11796	18634
2791	11805	18637
2792	11809	18633
2793	11812	18628
2794	11816	18623
2795	11820	18618
2796	11824	18614
2797	11828	18609
2798	11832	18604
2799	11835	18599
2800	11839	18594
2801	11843	18589
2802	11847	18584
2803	11851	18580
2804	11855	18576
2805	11859	18571
2806	11864	18567
2807	11868	18563
2808	11872	18558
2809	11876	18554
2810	11880	18549
2811	11883	18543
2812	11887	18539
2813	11891	18534
2814	11895	18529
2815	11899	18524
2816	11902	18519
2817	11907	18515
2818	11910	18510
2819	11914	18505
2820	11918	18501
2821	11922	18496
2822	11926	18491
2823	11929	18486
2824	11935	18484
2825	11939	18479
2826	11943	18475
2827	11947	18470
2828	11951	18466
2829	11955	18461
2830	11959	18456
2831	11962	18451
2832	11967	18446
2833	11970	18442
2834	11974	18437
2835	11978	18432
2836	11982	18427
2837	11986	18422
2838	11990	18418
2839	11993	18413
2840	11998	18408
2841	12002	18405
2842	12006	18400
2843	12010	18395
2844	12014	18391
2845	12018	18386
2846	12022	18382
2847	12026	18377
2848	12029	18372
2849	12033	18367
2850	12037	18362
2851	12041	18358
2852	12045	18353
2853	12049	18348
2854	12053	18344
2855	12058	18341
2856	12062	18336
2857	12066	18331
2858	12069	18326
2859	12074	18322
2860	12078	18317
2861	12082	18313
2862	12085	18308
2863	12090	18303
2864	12093	18299
2865	12097	18294
2866	12101	18289
2867	12105	18285
2868	12109	18280
2869	12113	18275
2870	12117	18270
2871	12123	18269
2872	12128	18266
2873	12132	18262
2874	12136	18257
2875	12141	18254
2876	12145	18249
2877	12148	18244
2878	12152	18239
2879	12156	18234
2880	12160	18230
2881	12164	18225
2882	12168	18220
2883	12171	18215
2884	12175	18210
2885	12179	18206
2886	12183	18201
2887	12187	18196
2888	12191	18191
2889	12194	18186
2890	12198	18181
2891	12202	18176
2892	12207	18173
2893	12210	18168
2894	12214	18163
2895	12218	18158
2896	12222	18154
2897	12226	18149
2898	12230	18144
2899	12234	18140
2900	12238	18135
2901	12242	18131
2902	12245	18126
2903	12250	18123
2904	12254	18118
2905	12258	18113
2906	12262	18108
2907	12266	18103
2908	12270	18099
2909	12273	18094
2910	12277	18089
2911	12281	18084
2912	12285	18080
2913	12289	18075
2914	12293	18070
2915	12297	18066
2916	12301	18061
2917	12304	18056
2918	12309	18052
2919	12312	18047
2920	12316	18042
2921	12320	18038
2922	12325	18034
2923	12329	18030
2924	12333	18025
2925	12337	18021
2926	12341	18016
2927	12345	18011
2928	12349	18007
2929	12353	18002
2930	12356	17997
2931	12360	17992
2932	12364	17987
2933	12368	17984
2934	12373	17980
2935	12377	17976
2936	12381	17971
2937	12385	17967
2938	12389	17962
2939	12393	17957
2940	12398	17954
2941	12404	17953
2942	12410	17951
2943	12415	17949
2944	12421	17946
2945	12427	17945
2946	12436	17948
2947	12448	17954
2948	12460	17962
2949	12464	17957
2950	12468	17952
2951	12480	17960
2952	12491	17964
2953	12500	17968
2954	12504	17963
2955	12511	17963
2956	12516	17959
2957	12522	17958
2958	12533	17963
2959	12542	17966
2960	12552	17969
2961	12556	17965
2962	12560	17960
2963	12565	17957
2964	12580	17968
2965	12585	17966
2966	12591	17963
2967	12597	17962
2968	12601	17957
2969	12609	17958
2970	12613	17953
2971	12619	17952
2972	12624	17948
2973	12631	17949
2974	12644	17958
2975	12649	17953
2976	12654	17950
2977	12670	17963
2978	12681	17968
2979	12686	17965
2980	12690	17961
2981	12694	17956
2982	12699	17952
2983	12703	17948
2984	12707	17943
2985	12711	17938
2986	12715	17934
2987	12719	17929
2988	12723	17925
2989	12727	17920
2990	12732	17917
2991	12735	17911
2992	12739	17906
2993	12744	17902
2994	12747	17897
2995	12751	17893
2996	12755	17888
2997	12759	17884
2998	12763	17879
2999	12767	17874
3000	12771	17870
3001	12775	17865
3002	12779	17860
3003	12783	17855
3004	12787	17851
3005	12791	17847
3006	12795	17842
3007	12799	17837
3008	12803	17833
3009	12807	17827
3010	12811	17823
3011	12814	17818
3012	12818	17813
3013	12822	17808
3014	12826	17803
3015	12831	17800
3016	12835	17796
3017	12839	17791
3018	12843	17786
3019	12846	17781
3020	12850	17776
3021	12854	17771
3022	12857	17766
3023	12861	17761
3024	12865	17756
3025	12869	17751
3026	12873	17747
3027	12877	17742
3028	12881	17737
3029	12884	17732
3030	12888	17727
3031	12892	17722
3032	12896	17718
3033	12900	17713
3034	12904	17708
3035	12907	17703
3036	12911	17699
3037	12915	17694
3038	12919	17689
3039	12923	17684
3040	12928	17681
3041	12932	17676
3042	12936	17671
3043	12940	17667
3044	12944	17662
3045	12948	17657
3046	12952	17653
3047	12955	17648
3048	12959	17643
3049	12963	17638
3050	12967	17633
3051	12971	17629
3052	12975	17625
3053	12980	17621
3054	12984	17616
3055	12988	17612
3056	12991	17607
3057	12995	17602
3058	12999	17597
3059	13003	17592
3060	13007	17588
3061	13011	17583
3062	13015	17578
3063	13018	17573
3064	13024	17571
3065	13028	17566
3066	13032	17562
3067	13036	17557
3068	13040	17553
3069	13044	17549
3070	13048	17544
3071	13052	17539
3072	13056	17534
3073	13060	17529
3074	13064	17525
3075	13068	17520
3076	13072	17515
3077	13075	17510
3078	13079	17505
3079	13083	17501
3080	13087	17496
3081	13091	17491
3082	13095	17487
3083	13098	17481
3084	13102	17477
3085	13106	17472
3086	13110	17467
3087	13113	17462
3088	13118	17458
3089	13122	17454
3090	13126	17449
3091	13130	17445
3092	13134	17440
3093	13138	17436
3094	13142	17431
3095	13146	17426
3096	13150	17421
3097	13154	17417
3098	13158	17412
3099	13161	17407
3100	13165	17402
3101	13169	17398
3102	13174	17395
3103	13178	17390
3104	13182	17385
3105	13186	17381
3106	13190	17376
3107	13194	17371
3108	13198	17367
3109	13202	17362
3110	13206	17358
3111	13210	17353
3112	13215	17350
3113	13219	17345
3114	13223	17340
3115	13227	17336
3116	13230	17331
3117	13234	17326
3118	13238	17321
3119	13242	17316
3120	13246	17312
3121	13250	17307
3122	13254	17303
3123	13258	17298
3124	13262	17294
3125	13266	17290
3126	13270	17285
3127	13274	17280
3128	13278	17276
3129	13282	17271
3130	13286	17266
3131	13290	17261
3132	13294	17257
3133	13298	17252
3134	13301	17247
3135	13305	17243
3136	13309	17238
3137	13314	17234
3138	13318	17231
3139	13322	17226
3140	13326	17221
3141	13331	17217
3142	13336	17214
3143	13340	17210
3144	13344	17205
3145	13348	17200
3146	13352	17196
3147	13356	17191
3148	13359	17186
3149	13363	17181
3150	13368	17178
3151	13372	17173
3152	13376	17168
3153	13379	17164
3154	13383	17159
3155	13387	17154
3156	13391	17150
3157	13395	17145
3158	13399	17141
3159	13403	17136
3160	13408	17132
3161	13413	17129
3162	13418	17126
3163	13423	17123
3164	13427	17118
3165	13431	17114
3166	13435	17109
3167	13439	17104
3168	13443	17100
3169	13447	17095
3170	13451	17090
3171	13455	17086
3172	13459	17081
3173	13463	17076
3174	13466	17072
3175	13470	17067
3176	13474	17062
3177	13478	17058
3178	13482	17053
3179	13486	17048
3180	13489	17043
3181	13493	17038
3182	13497	17034
3183	13501	17029
3184	13505	17025
3185	13509	17020
3186	13514	17016
3187	13518	17012
3188	13522	17007
3189	13526	17003
3190	13530	16998
3191	13534	16994
3192	13538	16990
3193	13542	16985
3194	13546	16980
3195	13550	16976
3196	13554	16971
3197	13559	16968
3198	13562	16963
3199	13566	16958
3200	13570	16954
3201	13574	16949
3202	13578	16945
3203	13582	16940
3204	13586	16935
3205	13590	16931
3206	13594	16926
3207	13598	16921
3208	13603	16918
3209	13607	16913
3210	13611	16909
3211	13615	16904
3212	13619	16899
3213	13623	16895
3214	13627	16890
3215	13631	16886
3216	13635	16881
3217	13638	16876
3218	13642	16872
3219	13648	16870
3220	13660	16874
3221	13664	16870
3222	13668	16865
3223	13672	16861
3224	13676	16857
3225	13680	16852
3226	13684	16848
3227	13688	16843
3228	13692	16838
3229	13696	16833
3230	13700	16829
3231	13703	16824
3232	13707	16819
3233	13711	16815
3234	13715	16811
3235	13719	16806
3236	13723	16801
3237	13727	16797
3238	13731	16792
3239	13735	16788
3240	13739	16783
3241	13743	16778
3242	13747	16773
