iter	RMSE
463	101587.886
464	101513.9071
465	101460.978
466	101455.876
467	101373.7084
468	101316.5944
469	101269.6826
470	101190.7981
471	101127.5495
472	101071.7858
473	101065.0862
474	101059.955
475	100997.9504
476	100925.775
477	100854.0261
478	100847.755
479	100791.0797
480	100748.8662
481	100743.3574
482	100737.3609
483	100691.4015
484	100664.0826
485	100596.9336
486	100546.1421
487	100502.2588
488	100440.4722
489	100393.9519
490	100314.1232
491	100307.8634
492	100259.6468
493	100196.7708
494	100130.6453
495	100124.6656
496	100050.88
497	100005.2933
498	99999.73292
499	99993.56261
500	99957.76274
501	99943.16645
502	99902.96748
503	99835.2463
504	99825.11503
505	99796.44475
506	99751.13556
507	99745.83125
508	99705.97583
509	99661.74646
510	99656.75873
511	99596.21199
512	99539.8381
513	99488.15823
514	99444.10593
515	99383.70447
516	99339.08173
517	99298.65531
518	99287.04629
519	99240.61725
520	99200.77361
521	99156.61778
522	99110.19653
523	99070.62152
524	99058.69068
525	99011.07282
526	98962.22033
527	98919.10003
528	98914.04399
529	98909.42479
530	98905.65143
531	98859.36199
532	98818.07506
533	98794.69202
534	98736.20623
535	98691.13746
536	98657.90976
537	98625.68363
538	98577.09227
539	98540.06049
540	98508.36515
541	98465.79115
542	98433.86338
543	98425.58622
544	98388.81304
545	98380.76042
546	98319.26969
547	98315.77246
548	98276.82226
549	98243.30286
550	98209.43071
551	98165.15215
552	98160.71177
553	98128.82686
554	98098.75175
555	98095.45028
556	98047.35371
557	98007.81706
558	97961.22544
559	97920.31605
560	97869.12771
561	97827.33658
562	97792.76915
563	97775.1219
564	97771.16135
565	97721.05788
566	97670.30654
567	97605.78808
568	97566.04874
569	97536.19222
570	97504.63105
571	97478.0842
572	97442.44042
573	97415.86821
574	97374.16013
575	97324.61347
576	97314.51038
577	97312.19844
578	97276.87773
579	97249.71706
580	97241.9396
581	97197.43764
582	97156.84356
583	97124.43427
584	97080.07897
585	97077.37548
586	97049.35864
587	97014.3636
588	96962.58322
589	96939.95789
590	96874.92238
591	96832.59595
592	96803.71466
593	96770.46788
594	96739.41426
595	96714.03454
596	96673.60519
597	96641.76515
598	96586.19658
599	96548.88192
600	96516.42308
601	96485.60955
602	96449.18814
603	96411.72022
604	96400.96189
605	96372.41071
606	96366.11284
607	96329.27932
608	96305.50372
609	96265.59011
610	96232.80494
611	96189.24885
612	96139.82068
613	96093.19223
614	96068.99315
615	96027.47214
616	95981.19027
617	95949.36667
618	95894.97832
619	95887.8759
620	95848.53951
621	95800.69526
622	95766.20297
623	95739.87722
624	95708.81416
625	95666.26388
626	95633.90017
627	95594.92692
628	95593.11759
629	95567.99268
630	95522.52755
631	95493.94736
632	95486.51951
633	95447.0774
634	95437.52958
635	95431.27936
636	95377.09435
637	95340.2104
638	95323.78991
639	95284.81786
640	95257.05921
641	95238.58414
642	95207.88682
643	95205.56547
644	95203.88773
645	95166.43372
646	95141.9586
647	95115.84551
648	95048.52414
649	95019.20858
650	94993.89143
651	94971.6713
652	94969.32415
653	94941.33994
654	94912.03169
655	94886.18282
656	94863.58775
657	94825.1648
658	94796.15378
659	94769.84039
660	94751.30935
661	94718.90904
662	94702.80198
663	94667.47559
664	94625.66177
665	94573.51603
666	94544.99855
667	94520.92877
668	94499.68703
669	94479.73263
670	94443.11532
671	94400.52708
672	94370.3192
673	94338.44382
674	94304.66218
675	94277.3062
676	94275.36819
677	94254.10721
678	94226.99772
679	94200.60984
680	94198.81977
681	94156.25927
682	94118.71334
683	94096.52361
684	94061.78621
685	94023.99537
686	94010.36053
687	94008.99653
688	93977.11523
689	93935.7722
690	93889.84552
691	93851.97832
692	93809.67711
693	93778.64767
694	93740.55847
695	93696.1685
696	93671.8272
697	93649.37962
698	93622.98856
699	93599.22915
700	93568.46144
701	93566.42638
702	93545.72227
703	93512.3211
704	93471.1321
705	93432.67531
706	93383.46129
707	93381.49066
708	93354.76426
709	93332.35045
710	93312.81211
711	93295.1935
712	93252.42502
713	93215.91358
714	93182.7819
715	93149.94885
716	93134.94747
717	93120.72723
718	93110.26176
719	93080.74083
720	93079.00327
721	93043.54243
722	93011.40962
723	93009.6479
724	92979.32872
725	92951.86044
726	92934.22507
727	92904.59166
728	92857.96372
729	92827.22284
730	92825.74881
731	92781.77182
732	92744.4628
733	92715.46371
734	92678.62814
735	92649.24685
736	92645.09581
737	92619.84684
738	92604.35533
739	92583.42329
740	92579.17194
741	92564.11178
742	92562.54091
743	92522.85154
744	92497.54557
745	92496.09222
746	92476.48905
747	92474.91109
748	92468.17738
749	92466.84174
750	92444.99864
751	92410.47389
752	92397.18689
753	92348.88136
754	92322.18087
755	92298.86328
756	92271.42926
757	92242.41002
758	92221.11079
759	92199.01875
760	92171.95165
761	92139.31015
762	92111.35948
763	92082.7412
764	92078.54589
765	92054.07187
766	92039.03658
767	92020.14125
768	91980.38041
769	91948.81076
770	91920.0067
771	91883.66438
772	91841.60342
773	91817.67436
774	91784.96717
775	91766.51428
776	91753.48236
777	91735.48802
778	91709.65677
779	91682.96128
780	91657.42021
781	91619.78581
782	91595.5944
783	91564.74938
784	91542.45785
785	91536.34616
786	91531.74046
787	91498.90261
788	91465.54952
789	91444.43254
790	91432.83135
791	91392.18027
792	91384.4214
793	91361.59544
794	91356.34202
795	91335.78142
796	91334.9701
797	91309.77551
798	91305.83561
799	91284.93075
800	91278.30045
801	91251.66831
802	91208.56089
803	91178.46001
804	91135.61592
805	91102.61306
806	91067.70218
807	91028.44607
808	91007.95367
809	90978.77729
810	90958.60351
811	90923.70617
812	90906.16242
813	90886.10839
814	90869.73205
815	90828.20842
816	90807.12568
817	90755.21947
818	90753.88099
819	90727.31809
820	90707.73105
821	90687.67453
822	90656.44468
823	90630.06173
824	90619.23857
825	90618.32303
826	90603.1728
827	90578.69806
828	90557.82656
829	90556.81051
830	90539.15089
831	90517.56612
832	90506.22295
833	90484.4379
834	90463.19313
835	90457.82309
836	90423.3276
837	90400.5532
838	90370.29022
839	90354.59458
840	90334.80598
841	90321.0431
842	90268.05518
843	90237.99561
844	90213.39662
845	90190.59098
846	90175.08763
847	90147.59637
848	90119.81167
849	90082.07419
850	90059.50753
851	90028.32187
852	90011.61218
853	89985.32994
854	89969.99866
855	89925.31388
856	89891.90166
857	89862.85011
858	89831.94793
859	89813.70647
860	89792.0985
861	89774.87037
862	89750.63371
863	89732.6414
864	89711.85077
865	89671.37631
866	89650.02527
867	89622.55651
868	89602.01634
869	89571.34583
870	89524.34449
871	89497.73236
872	89482.24449
873	89462.99059
874	89446.81414
875	89427.29909
876	89390.33051
877	89375.51631
878	89344.79858
879	89320.15353
880	89300.28956
881	89278.29215
882	89231.63563
883	89203.15958
884	89181.1013
885	89153.61581
886	89139.79436
887	89115.98893
888	89094.19911
889	89062.71513
890	89045.71322
891	89023.90831
892	89009.12373
893	88970.5092
894	88943.54778
895	88904.26399
896	88886.34089
897	88870.82517
898	88816.45335
899	88792.44769
900	88743.16919
901	88694.73627
902	88669.21055
903	88634.74513
904	88634.2551
905	88601.21542
906	88576.29411
907	88559.97626
908	88518.32861
909	88498.55569
910	88476.33308
911	88445.16402
912	88414.92165
913	88393.06551
914	88373.79172
915	88322.71611
916	88286.67357
917	88260.27264
918	88233.12282
919	88219.04786
920	88185.42139
921	88164.77312
922	88137.57702
923	88095.78248
924	88078.10246
925	88074.20828
926	88052.64395
927	88018.75368
928	87996.72252
929	87978.25604
930	87932.73819
931	87907.04783
932	87892.24882
933	87863.08089
934	87848.08357
935	87810.49147
936	87787.51546
937	87768.37934
938	87747.87757
939	87705.2158
940	87693.58291
941	87657.33076
942	87656.64751
943	87619.32076
944	87595.42683
945	87567.46976
946	87549.59098
947	87509.60933
948	87473.48412
949	87444.11512
950	87442.56138
951	87441.94156
952	87420.35293
953	87406.49495
954	87388.04153
955	87372.56574
956	87352.34342
957	87326.9729
958	87307.98032
959	87281.9659
960	87252.7844
961	87232.46722
962	87203.90064
963	87169.9069
964	87138.63167
965	87109.81048
966	87086.91794
967	87072.42152
968	87048.94347
969	87035.94819
970	87013.74145
971	86991.73578
972	86969.33851
973	86932.81293
974	86909.66029
975	86884.56788
976	86862.16728
977	86834.90156
978	86816.95728
979	86773.52096
980	86729.7196
981	86686.10181
982	86652.95812
983	86608.06354
984	86585.75554
985	86565.41474
986	86537.78617
987	86513.31262
988	86495.43428
989	86461.70672
990	86436.7358
991	86398.62715
992	86343.8068
993	86324.27863
994	86290.30467
995	86248.57412
996	86206.95388
997	86193.93327
998	86145.73815
999	86102.41866
1000	86083.37788
1001	86067.95828
1002	86042.53661
1003	85987.54465
1004	85973.4934
1005	85937.81929
1006	85907.56515
1007	85871.93028
1008	85839.05404
1009	85810.77054
1010	85792.951
1011	85763.01788
1012	85739.7457
1013	85698.68964
1014	85671.38232
1015	85648.94415
1016	85626.48228
1017	85599.11237
1018	85573.37519
1019	85551.1716
1020	85527.87394
1021	85490.23173
1022	85465.62418
1023	85444.98158
1024	85413.60554
1025	85384.81301
1026	85369.94052
1027	85331.96613
1028	85309.77181
1029	85266.89837
1030	85237.57005
1031	85200.85319
1032	85182.19005
1033	85160.26392
1034	85144.53872
1035	85124.05772
1036	85096.58643
1037	85069.16894
1038	85028.8826
1039	84988.34655
1040	84967.48443
1041	84937.22103
1042	84902.50216
1043	84884.14092
1044	84861.54078
1045	84832.5438
1046	84795.57656
1047	84782.56056
1048	84763.52541
1049	84730.01636
1050	84665.90104
1051	84627.95691
1052	84592.05004
1053	84557.88305
1054	84522.81332
1055	84506.14929
1056	84481.18135
1057	84452.69008
1058	84432.11372
1059	84410.5561
1060	84380.53101
1061	84365.41021
1062	84344.4681
1063	84308.19474
1064	84268.49815
1065	84243.84128
1066	84208.49647
1067	84179.26034
1068	84160.46966
1069	84135.17347
1070	84103.81658
1071	84078.2282
1072	84044.298
1073	84029.69396
1074	84002.97583
1075	83979.82209
1076	83951.2822
1077	83904.91714
1078	83871.46689
1079	83847.14475
1080	83812.86434
1081	83782.54142
1082	83751.11493
1083	83733.88362
1084	83704.57768
1085	83679.55211
1086	83660.19038
1087	83638.24287
1088	83613.60539
1089	83594.85982
1090	83572.98523
1091	83541.58531
1092	83507.81053
1093	83483.95972
1094	83455.63283
1095	83436.15747
1096	83403.78795
1097	83365.95274
1098	83339.61333
1099	83320.47166
1100	83299.19661
1101	83274.09864
1102	83250.22636
1103	83221.42565
1104	83192.24866
1105	83167.18129
1106	83136.09967
1107	83104.24929
1108	83081.87953
1109	83050.66567
1110	83041.69876
1111	83020.76734
1112	83001.15565
1113	82983.21327
1114	82941.49063
1115	82924.97979
1116	82899.37204
1117	82868.20764
1118	82841.64952
1119	82796.72283
1120	82771.97144
1121	82750.39079
1122	82720.93096
1123	82699.86305
1124	82683.728
1125	82661.80235
1126	82622.14965
1127	82598.8154
1128	82578.12367
1129	82545.20651
1130	82524.17022
1131	82492.84255
1132	82475.13557
1133	82447.23552
1134	82423.86837
1135	82396.14367
1136	82365.40276
1137	82346.88436
1138	82318.85948
1139	82290.87837
1140	82268.12237
1141	82242.4855
1142	82216.61569
1143	82196.10957
1144	82166.61268
1145	82142.24048
1146	82123.40478
1147	82103.96823
1148	82072.49223
1149	82044.01049
1150	82000.06509
1151	81985.19918
1152	81967.11462
1153	81944.81622
1154	81914.42977
1155	81888.40302
1156	81866.06692
1157	81842.20199
1158	81814.89891
1159	81796.78522
1160	81777.08575
1161	81760.64187
1162	81729.77762
1163	81702.37698
1164	81674.5928
1165	81630.72517
1166	81609.84046
1167	81587.52751
1168	81559.13353
1169	81532.13998
1170	81503.24617
1171	81473.42878
1172	81455.21087
1173	81433.30982
1174	81411.53131
1175	81390.4859
1176	81375.88284
1177	81356.41932
1178	81329.00209
1179	81302.08119
1180	81273.43554
1181	81246.97516
1182	81209.57781
1183	81193.50544
1184	81166.8222
1185	81132.96591
1186	81109.61515
1187	81091.22727
1188	81073.40868
1189	81044.92846
1190	81026.0361
1191	80998.58985
1192	80969.26518
1193	80946.66392
1194	80920.26669
1195	80893.66598
1196	80872.58202
1197	80851.41889
1198	80825.46777
1199	80796.01281
1200	80771.01778
1201	80739.3247
1202	80711.08343
1203	80683.78698
1204	80660.82992
1205	80636.75436
1206	80619.1137
1207	80578.89933
1208	80552.70407
1209	80527.57228
1210	80502.68454
1211	80470.46332
1212	80458.16963
1213	80431.87045
1214	80414.19754
1215	80392.08995
1216	80375.13418
1217	80343.90742
1218	80318.44069
1219	80289.2463
1220	80277.69724
1221	80250.86852
1222	80226.54896
1223	80191.67962
1224	80163.69076
1225	80136.593
1226	80117.79398
1227	80088.08506
1228	80062.55256
1229	80036.31961
1230	80008.98199
1231	79985.34111
1232	79966.0232
1233	79926.53095
1234	79903.2323
1235	79873.32072
1236	79853.24444
1237	79831.31999
1238	79804.83896
1239	79779.49049
1240	79765.80479
1241	79749.80627
1242	79729.72481
1243	79695.05533
1244	79669.06996
1245	79650.12701
1246	79624.7915
1247	79603.06274
1248	79582.18991
1249	79560.91916
1250	79533.91917
1251	79509.95825
1252	79490.62689
1253	79472.12188
1254	79443.01628
1255	79419.37988
1256	79401.85509
1257	79378.63339
1258	79339.2641
1259	79316.56004
1260	79297.85711
1261	79269.824
1262	79247.80463
1263	79227.19283
1264	79202.15223
1265	79185.57033
1266	79169.86688
1267	79144.81208
1268	79123.19964
1269	79099.86562
1270	79079.6963
1271	79057.83791
1272	79036.32491
1273	79017.05146
1274	78992.72159
1275	78964.2827
1276	78940.41424
1277	78922.31532
1278	78902.62786
1279	78876.68508
1280	78848.05092
1281	78813.09053
1282	78795.36348
1283	78772.13819
1284	78735.87726
1285	78712.80095
1286	78684.75721
1287	78660.81477
1288	78637.22564
1289	78616.79039
1290	78597.51008
1291	78573.63836
1292	78557.77734
1293	78536.3037
1294	78516.49726
1295	78479.83421
1296	78455.38873
1297	78435.49258
1298	78418.95116
1299	78398.68011
1300	78375.01589
1301	78349.27302
1302	78329.49961
1303	78296.60649
1304	78266.81181
1305	78240.07162
1306	78213.55461
1307	78198.70729
1308	78181.13709
1309	78158.02639
1310	78134.96475
1311	78106.73752
1312	78071.21173
1313	78049.63414
1314	78014.25389
1315	77993.00015
1316	77967.6705
1317	77946.18393
1318	77922.39706
1319	77897.68045
1320	77870.52471
1321	77844.79476
1322	77814.61596
1323	77780.66783
1324	77761.272
1325	77747.82622
1326	77727.09116
1327	77704.94788
1328	77681.47789
1329	77668.97673
1330	77651.04953
1331	77633.64459
1332	77609.38914
1333	77587.48903
1334	77568.0119
1335	77543.08099
1336	77525.21443
1337	77504.15268
1338	77482.66238
1339	77461.20443
1340	77443.03432
1341	77422.23148
1342	77405.18993
1343	77391.42888
1344	77376.06134
1345	77355.47452
1346	77335.08186
1347	77318.21243
1348	77299.95794
1349	77283.8854
1350	77265.03511
1351	77248.16087
1352	77230.55356
1353	77218.67467
1354	77203.29489
1355	77180.72283
1356	77160.42622
1357	77142.26497
1358	77124.5764
1359	77106.57342
1360	77086.63815
1361	77070.51762
1362	77054.58456
1363	77034.68575
1364	77015.06415
1365	77000.17704
1366	76978.34607
1367	76961.68118
1368	76945.32813
1369	76926.29619
1370	76899.7807
1371	76882.6399
1372	76864.54254
1373	76840.93766
1374	76817.04271
1375	76789.80835
1376	76777.39055
1377	76750.96539
1378	76732.96746
1379	76721.1074
1380	76705.14342
1381	76679.58673
1382	76660.18952
1383	76641.30243
1384	76620.2877
1385	76605.25655
1386	76584.67771
1387	76572.20063
1388	76551.45721
1389	76534.44584
1390	76516.53745
1391	76499.72296
1392	76486.17131
1393	76463.61821
1394	76444.73253
1395	76424.86473
1396	76399.33049
1397	76384.30416
1398	76359.25349
1399	76337.29164
1400	76310.59017
1401	76291.76022
1402	76274.9183
1403	76249.54901
1404	76230.53716
1405	76214.64038
1406	76204.45967
1407	76191.53296
1408	76179.25149
1409	76164.57417
1410	76147.41392
1411	76132.99251
1412	76111.17223
1413	76092.75101
1414	76074.90602
1415	76044.05131
1416	76024.9921
1417	76011.62156
1418	75997.92192
1419	75979.37735
1420	75961.04108
1421	75932.96971
1422	75922.00914
1423	75911.37308
1424	75896.99804
1425	75878.75441
1426	75867.98279
1427	75851.12551
1428	75830.59012
1429	75809.83572
1430	75792.89956
1431	75778.15402
1432	75761.11186
1433	75748.65809
1434	75730.23215
1435	75709.10604
1436	75692.20964
1437	75671.87165
1438	75643.9451
1439	75626.69794
1440	75610.85422
1441	75594.89103
1442	75581.74372
1443	75569.0779
1444	75551.35516
1445	75529.91041
1446	75518.19916
1447	75499.08929
1448	75484.31265
1449	75465.67834
1450	75449.83433
1451	75436.04127
1452	75417.66341
1453	75400.28035
1454	75380.3401
1455	75371.7471
1456	75355.08832
1457	75340.14034
1458	75319.32989
1459	75305.62309
1460	75278.38807
1461	75266.96267
1462	75252.51551
1463	75232.12131
1464	75221.02141
1465	75210.29301
1466	75192.02764
1467	75170.80232
1468	75150.89731
1469	75135.21407
1470	75115.24244
1471	75094.47298
1472	75072.02029
1473	75052.48016
1474	75033.56336
1475	75014.76971
1476	74993.72953
1477	74973.83654
1478	74962.91209
1479	74948.33017
1480	74936.40125
1481	74926.99343
1482	74908.08081
1483	74878.28332
1484	74867.78199
1485	74853.60641
1486	74838.43771
1487	74821.96359
1488	74807.87183
1489	74793.00726
1490	74783.19727
1491	74764.50596
1492	74751.40227
1493	74738.17303
1494	74716.55268
1495	74689.17319
1496	74673.65276
1497	74661.36587
1498	74640.22717
1499	74616.51136
1500	74604.13055
1501	74588.98323
1502	74567.81587
1503	74551.34967
1504	74534.43315
1505	74516.37788
1506	74490.82841
1507	74477.10358
1508	74463.4335
1509	74449.20961
1510	74438.48835
1511	74414.92864
1512	74396.03896
1513	74387.01807
1514	74363.51918
1515	74352.70624
1516	74337.2736
1517	74317.32396
1518	74293.47122
1519	74277.10552
1520	74269.11229
1521	74250.22366
1522	74231.44487
1523	74222.65956
1524	74214.38188
1525	74198.18774
1526	74169.79523
1527	74153.5621
1528	74142.28397
1529	74115.92588
1530	74100.29302
1531	74086.79839
1532	74073.22592
1533	74059.94136
1534	74037.12476
1535	74019.69342
1536	73997.15127
1537	73980.48728
1538	73963.00078
1539	73937.85177
1540	73926.41864
1541	73915.12626
1542	73902.16627
1543	73886.52934
1544	73878.35443
1545	73859.86455
1546	73844.93206
1547	73832.42569
1548	73824.39895
1549	73804.21172
1550	73791.08776
1551	73771.47653
1552	73758.55823
1553	73745.59123
1554	73725.73906
1555	73706.0406
1556	73690.2103
1557	73676.62308
1558	73664.13479
1559	73651.92505
1560	73632.39301
1561	73613.15041
1562	73600.7459
1563	73582.90047
1564	73567.80905
1565	73556.92053
1566	73549.18318
1567	73539.01632
1568	73527.0356
1569	73508.22387
1570	73493.11456
1571	73478.58266
1572	73459.92678
1573	73452.1599
1574	73439.62155
1575	73431.55373
1576	73414.0945
1577	73390.75473
1578	73378.55705
1579	73361.38886
1580	73337.6453
1581	73313.88003
1582	73292.12157
1583	73277.62318
1584	73259.60669
1585	73245.33754
1586	73223.42977
1587	73202.13003
1588	73194.29799
1589	73171.31648
1590	73161.2323
1591	73143.62536
1592	73136.13031
1593	73123.7117
1594	73106.3509
1595	73094.26662
1596	73081.1276
1597	73064.66645
1598	73047.09296
1599	73029.82577
1600	73013.27238
1601	72992.63372
1602	72977.43733
1603	72954.9827
1604	72931.49804
1605	72915.90838
1606	72897.65078
1607	72884.39156
1608	72869.66966
1609	72857.32092
1610	72841.14232
1611	72817.49997
1612	72801.48296
1613	72789.22292
1614	72774.1369
1615	72760.48999
1616	72748.21395
1617	72727.03492
1618	72709.18732
1619	72696.92073
1620	72682.51782
1621	72667.66789
1622	72654.01038
1623	72636.50336
1624	72622.77236
1625	72614.23708
1626	72598.42941
1627	72586.73466
1628	72567.69885
1629	72556.88222
1630	72539.95462
1631	72526.68099
1632	72508.00055
1633	72493.50562
1634	72472.04021
1635	72462.49776
1636	72447.22301
1637	72420.28774
1638	72406.65936
1639	72390.29154
1640	72367.65272
1641	72346.58901
1642	72331.64947
1643	72316.35496
1644	72298.21272
1645	72290.79514
1646	72274.5387
1647	72260.65387
1648	72245.03368
1649	72226.99636
1650	72216.39395
1651	72202.62226
1652	72179.81103
1653	72171.17314
1654	72153.95521
1655	72140.99053
1656	72131.7201
1657	72124.37128
1658	72109.41254
1659	72095.92353
1660	72083.48605
1661	72076.83373
1662	72057.94982
1663	72035.46395
1664	72024.96265
1665	72010.75659
1666	71999.00296
1667	71979.23701
1668	71972.75557
1669	71955.40685
1670	71942.74113
1671	71928.8543
1672	71911.81108
1673	71900.59671
1674	71884.24481
1675	71872.63455
1676	71851.2422
1677	71830.19312
1678	71815.50025
1679	71807.16564
1680	71784.80409
1681	71767.29984
1682	71756.56397
1683	71743.88847
1684	71729.86565
1685	71717.50465
1686	71705.59207
1687	71691.13048
1688	71677.11725
1689	71661.61269
1690	71644.17737
1691	71622.80174
1692	71611.67407
1693	71596.61019
1694	71583.67903
1695	71572.96913
1696	71558.06543
1697	71546.64524
1698	71539.75658
1699	71528.70832
1700	71512.82209
1701	71496.29993
1702	71480.55191
1703	71473.71077
1704	71460.19505
1705	71451.99356
1706	71436.45607
1707	71419.22475
1708	71400.67371
1709	71385.12393
1710	71378.23896
1711	71366.9387
1712	71359.38122
1713	71352.38551
1714	71336.87043
1715	71325.76895
1716	71313.34698
1717	71306.5066
1718	71299.83292
1719	71274.30684
1720	71261.71166
1721	71253.52129
1722	71237.72999
1723	71223.2131
1724	71204.40986
1725	71182.26432
1726	71171.30291
1727	71146.37265
1728	71129.39762
1729	71121.9274
1730	71107.03599
1731	71092.48146
1732	71081.74503
1733	71059.63309
1734	71049.58222
1735	71033.91955
1736	71016.7965
1737	70994.9751
1738	70974.47884
1739	70967.47625
1740	70947.70218
1741	70924.37383
1742	70911.7482
1743	70895.02979
1744	70875.21031
1745	70854.25599
1746	70839.72203
1747	70824.17758
1748	70804.62986
1749	70798.29011
1750	70780.79148
1751	70765.81173
1752	70757.12051
1753	70737.18552
1754	70729.00207
1755	70712.14978
1756	70700.83031
1757	70684.19153
1758	70674.14447
1759	70667.46206
1760	70659.19233
1761	70635.87846
1762	70616.19776
1763	70605.26221
1764	70593.84724
1765	70582.19455
1766	70561.97575
1767	70544.78821
1768	70527.70936
1769	70505.78778
1770	70487.46492
1771	70477.71117
1772	70457.02229
1773	70444.01294
1774	70432.53682
1775	70421.5557
1776	70401.51984
1777	70386.05709
1778	70369.49974
1779	70360.61698
1780	70343.30631
1781	70322.26191
1782	70310.93041
1783	70292.47665
1784	70282.89518
1785	70263.83195
1786	70247.90759
1787	70234.99639
1788	70225.31252
1789	70205.91065
1790	70191.03005
1791	70184.15493
1792	70173.06999
1793	70157.25729
1794	70143.74912
1795	70129.43791
1796	70120.93928
1797	70100.54952
1798	70074.72981
1799	70052.1564
1800	70036.16153
1801	70017.54204
1802	69992.36368
1803	69984.79626
1804	69978.52533
1805	69964.96512
1806	69952.72226
